ensgene,gso32.BL6.N.N.4h.1,gso32.BL6.IFNb.N.4h.1,gso32.BL6.N.N.4h.2,gso32.BL6.IFNb.N.4h.2,gso32.BL6.N.N.24h.1,gso32.BL6.IFNb.N.24h.1,gso32.BL6.N.N.24h.2,gso32.BL6.IFNb.N.24h.2
ENSMUSG00000028633,616,27,631,31,44,42,45,59
ENSMUSG00000032897,418,240,462,219,381,323,362,316
ENSMUSG00000032890,132,56,135,47,58,38,44,31
ENSMUSG00000028629,445,238,399,232,481,434,430,377
ENSMUSG00000064141,38,3,46,3,25,12,26,19
ENSMUSG00000032870,2484,1141,2459,1190,5513,2482,5173,2258
ENSMUSG00000043207,2717,1398,2976,1504,2017,1298,2013,1299
ENSMUSG00000049878,737,439,795,499,761,533,839,539
ENSMUSG00000028657,4603,3603,4518,3587,5347,5477,5258,5549
ENSMUSG00000028656,30720,20350,31726,21396,16801,18846,18168,18561
ENSMUSG00000028654,11,3,13,1,14,0,16,2
ENSMUSG00000028653,308,158,308,191,306,367,261,307
ENSMUSG00000028651,496,247,513,222,302,327,293,293
ENSMUSG00000011257,549,85,581,103,389,141,430,143
ENSMUSG00000032726,6,73,2,73,1,4,0,5
ENSMUSG00000028649,8444,5494,9758,6258,6231,5105,6662,5831
ENSMUSG00000028648,323,236,285,248,245,206,232,205
ENSMUSG00000023075,3068,2621,2955,2610,2100,2140,2062,2321
ENSMUSG00000097337,22,12,17,14,54,25,62,37
ENSMUSG00000028647,418,287,516,294,298,177,245,173
ENSMUSG00000028646,3336,3429,3465,3522,6999,5638,6962,5893
ENSMUSG00000090125,10,3405,13,3440,14,2878,23,3253
ENSMUSG00000028907,1309,413,1290,402,928,747,968,757
ENSMUSG00000032643,3822,1135,3773,1351,2577,2081,2538,2070
ENSMUSG00000028902,1438,748,1348,747,969,887,833,824
ENSMUSG00000028894,1333,3312,1430,3514,1056,1794,1090,1917
ENSMUSG00000028890,695,626,740,570,512,639,556,665
ENSMUSG00000078570,93,33,76,29,59,56,56,73
ENSMUSG00000028889,403,189,472,206,156,295,172,249
ENSMUSG00000028873,2104,353,1993,411,1470,232,1525,240
ENSMUSG00000028869,1269,497,1263,468,728,931,699,966
ENSMUSG00000050213,667,328,635,343,520,503,497,511
ENSMUSG00000028863,694,161,619,164,429,500,414,451
ENSMUSG00000042677,498,381,421,440,497,706,478,718
ENSMUSG00000094403,1280,741,1288,653,1075,961,854,851
ENSMUSG00000028859,267,1576,281,1556,1191,3847,1042,3893
ENSMUSG00000028861,1217,1011,1065,999,1171,1057,1143,1116
ENSMUSG00000042616,106,123,89,121,183,54,187,40
ENSMUSG00000050188,411,291,339,270,601,497,568,494
ENSMUSG00000042608,606,1911,622,1926,865,857,821,989
ENSMUSG00000050212,140,622,129,559,544,627,383,586
ENSMUSG00000073758,9,31,17,34,48,35,41,23
ENSMUSG00000043962,2775,2427,3217,2618,3345,2290,3311,2386
ENSMUSG00000028849,5820,3765,5771,4123,3299,4603,3409,4579
ENSMUSG00000028847,1544,1151,1485,1125,1524,1155,1525,1119
ENSMUSG00000042558,534,105,499,91,376,373,385,394
ENSMUSG00000028845,14,12,14,6,8,13,14,20
ENSMUSG00000028842,1188,280,1237,325,1126,643,1236,731
ENSMUSG00000041530,1987,620,2179,590,2316,1116,2356,1070
ENSMUSG00000042500,589,295,611,301,1600,732,1446,779
ENSMUSG00000042489,1683,336,1832,406,715,182,822,237
ENSMUSG00000073755,414,118,406,100,405,321,381,378
ENSMUSG00000028837,2861,4382,2687,3880,2107,2508,2189,2491
ENSMUSG00000028833,1197,280,1193,289,521,598,538,567
ENSMUSG00000028830,1264,1320,1248,1393,1548,1894,1617,1912
ENSMUSG00000042446,978,503,1037,526,1076,600,1106,577
ENSMUSG00000028820,5213,1707,5385,1904,2163,1413,2488,1380
ENSMUSG00000043872,405,89,369,91,334,209,333,206
ENSMUSG00000042408,416,172,424,180,568,489,560,483
ENSMUSG00000070737,333,231,368,237,502,513,522,539
ENSMUSG00000042380,497,289,485,248,475,356,433,384
ENSMUSG00000061894,142,72,152,59,145,103,157,130
ENSMUSG00000062545,0,22,0,23,1,6,3,1
ENSMUSG00000028796,2385,4869,2249,4731,1721,3298,1687,3485
ENSMUSG00000028799,750,153,763,155,983,435,1108,379
ENSMUSG00000041000,468,202,510,256,276,222,254,252
ENSMUSG00000028789,136,113,142,139,89,43,109,58
ENSMUSG00000028792,1594,864,1534,839,895,1321,865,1316
ENSMUSG00000028793,1305,9070,1381,9076,2119,4061,1875,4377
ENSMUSG00000040928,758,429,737,410,720,510,780,496
ENSMUSG00000028811,1218,397,1066,420,479,890,472,863
ENSMUSG00000050390,538,505,498,454,915,1094,766,992
ENSMUSG00000057236,3935,2032,4247,2140,3127,1852,3168,1852
ENSMUSG00000057572,219,131,229,99,184,163,179,154
ENSMUSG00000028807,105,147,116,144,90,48,114,60
ENSMUSG00000040859,1158,912,1107,890,1358,1155,1312,1088
ENSMUSG00000047945,4257,3671,4224,3553,2200,1355,2427,1357
ENSMUSG00000028800,790,1137,798,1193,589,414,583,389
ENSMUSG00000000409,12,143,18,110,7,2,5,5
ENSMUSG00000050493,10,9,6,10,32,2,17,3
ENSMUSG00000028798,2545,1430,2403,1391,2234,1282,2158,1302
ENSMUSG00000028797,2824,2132,2681,2064,2933,3325,2704,3189
ENSMUSG00000078552,9,4,15,5,22,18,20,13
ENSMUSG00000040795,274,131,268,132,209,214,229,210
ENSMUSG00000028795,167,54,153,66,215,166,186,162
ENSMUSG00000053841,2453,820,2411,835,2035,1441,2021,1344
ENSMUSG00000003731,2262,1402,2656,1399,1637,1748,1743,1835
ENSMUSG00000053730,314,186,276,189,196,267,198,277
ENSMUSG00000028790,3631,3997,3753,4165,3008,1754,3130,1914
ENSMUSG00000028788,10597,10879,11260,11136,11021,10419,10884,10619
ENSMUSG00000028779,1097,944,1041,906,1345,873,1331,895
ENSMUSG00000023232,13,4,13,4,0,0,0,2
ENSMUSG00000028773,35,390,36,302,22,101,13,107
ENSMUSG00000028772,785,454,894,431,689,582,704,507
ENSMUSG00000074088,1011,490,1144,518,611,505,700,521
ENSMUSG00000078532,375,222,342,190,51,220,42,183
ENSMUSG00000028580,1728,798,1914,855,1600,1404,1508,1469
ENSMUSG00000025743,20092,43726,21183,45976,18757,55129,18487,55586
ENSMUSG00000028581,47359,32776,48178,35548,71708,55840,69568,56176
ENSMUSG00000040533,15,0,13,1,189,27,166,38
ENSMUSG00000028909,13,1,13,0,5,0,9,0
ENSMUSG00000028910,385,190,404,211,304,204,315,179
ENSMUSG00000028911,1093,574,1149,573,1131,779,1184,785
ENSMUSG00000070720,0,0,1,0,0,0,0,0
ENSMUSG00000028906,3192,2501,3230,2848,4508,2974,4574,2929
ENSMUSG00000040025,2158,1092,2248,1019,1210,1590,1174,1669
ENSMUSG00000028901,579,217,601,226,430,239,404,230
ENSMUSG00000100813,11,0,12,6,29,11,23,6
ENSMUSG00000028899,971,510,983,538,640,963,688,981
ENSMUSG00000089687,21,2,13,2,17,4,19,5
ENSMUSG00000086290,243,29,183,35,122,281,126,296
ENSMUSG00000028898,566,325,500,320,388,428,417,385
ENSMUSG00000028896,898,130,975,125,460,212,460,197
ENSMUSG00000091021,385,141,383,146,210,246,242,243
ENSMUSG00000066043,741,515,774,523,791,664,812,701
ENSMUSG00000066042,157,48,163,45,67,74,86,72
ENSMUSG00000028893,1009,524,1039,464,2195,2300,2097,2254
ENSMUSG00000054428,4429,3494,3989,3313,4420,2021,4263,1978
ENSMUSG00000054405,1922,1986,1872,2088,2441,1735,2419,1768
ENSMUSG00000056529,849,2162,806,1951,6518,9239,5823,9289
ENSMUSG00000028886,1599,1076,1665,1106,1908,1764,1951,1824
ENSMUSG00000037752,258,714,298,740,108,272,144,306
ENSMUSG00000028885,549,676,553,637,369,174,381,190
ENSMUSG00000028884,1368,349,1340,345,479,160,502,151
ENSMUSG00000037731,3332,38339,3287,39725,6903,28451,6480,28738
ENSMUSG00000028882,1184,457,1200,420,513,597,540,563
ENSMUSG00000028879,3382,2806,3362,2779,2937,2308,2820,2415
ENSMUSG00000028878,1166,920,1146,898,1493,1207,1318,1142
ENSMUSG00000028874,124,37,102,19,73,61,50,58
ENSMUSG00000037692,295,74,305,65,280,200,272,181
ENSMUSG00000028868,7159,4208,7715,4421,8312,7295,7972,7279
ENSMUSG00000028862,215,59,206,41,61,107,60,91
ENSMUSG00000028857,907,671,900,651,854,1184,841,1101
ENSMUSG00000037622,946,622,868,673,1778,846,1622,759
ENSMUSG00000028854,1556,2360,1508,2520,1614,1469,1675,1379
ENSMUSG00000056596,63,13,69,13,84,3,85,9
ENSMUSG00000028851,1764,786,1606,845,1005,946,1063,934
ENSMUSG00000037583,21,0,23,3,3,10,5,17
ENSMUSG00000028850,324,347,338,372,332,463,288,455
ENSMUSG00000028848,341,251,351,256,277,267,254,317
ENSMUSG00000047281,76,98,110,136,67,52,71,59
ENSMUSG00000037553,1033,1266,1149,1404,631,843,690,865
ENSMUSG00000043257,255,408,267,430,372,361,373,403
ENSMUSG00000007880,3361,3095,3640,3374,3056,3157,2985,3204
ENSMUSG00000003644,5165,1679,5439,1570,4184,3049,4067,2838
ENSMUSG00000003038,2445,1179,2692,1230,2081,790,2153,827
ENSMUSG00000012117,1388,617,1443,589,1373,971,1312,998
ENSMUSG00000000682,8294,14928,7920,13908,7930,22885,7683,24318
ENSMUSG00000012126,13,13,22,10,28,29,18,27
ENSMUSG00000028843,15821,11190,13753,10986,13331,7845,12130,7022
ENSMUSG00000037443,1649,811,1619,767,2841,886,2369,754
ENSMUSG00000028841,1,30,1,26,0,0,0,2
ENSMUSG00000028840,345,175,346,177,151,255,157,248
ENSMUSG00000050890,751,331,983,307,726,437,744,471
ENSMUSG00000037366,455,113,422,112,554,173,541,167
ENSMUSG00000028832,2566,846,2762,935,2485,319,2581,302
ENSMUSG00000037348,2749,526,2812,432,2092,1092,2032,960
ENSMUSG00000078521,285,33,281,40,72,36,90,39
ENSMUSG00000046671,2474,989,2353,945,1582,1879,1481,1933
ENSMUSG00000050989,2067,1115,2093,1141,1969,1671,2062,1636
ENSMUSG00000037306,3577,1691,3493,1811,6704,2214,6422,2089
ENSMUSG00000100493,199,56,199,62,165,109,164,107
ENSMUSG00000037295,4590,4019,4703,4252,1356,4276,1449,4513
ENSMUSG00000028826,988,316,961,345,1403,496,1633,515
ENSMUSG00000028822,6038,9772,5889,9290,7184,6521,7063,6602
ENSMUSG00000037266,5537,9949,5260,9419,11655,11650,10933,13290
ENSMUSG00000028821,1212,1272,1077,1186,1475,1473,1397,1610
ENSMUSG00000070691,29,78,22,94,4,53,1,37
ENSMUSG00000037242,20621,60221,20465,64835,5116,13891,5204,15188
ENSMUSG00000028809,3484,2311,3515,2440,2778,2946,2971,2888
ENSMUSG00000059713,1121,500,1210,483,1179,806,1156,826
ENSMUSG00000028803,694,145,647,128,1586,574,1597,577
ENSMUSG00000028676,2199,724,2315,708,1117,1069,1140,1190
ENSMUSG00000028675,3416,2424,3516,2309,5278,3786,5036,3892
ENSMUSG00000062585,1153,420,1245,335,1186,1457,1045,1333
ENSMUSG00000028673,5112,3300,4853,3101,5777,4299,5228,4222
ENSMUSG00000028672,1168,1099,1151,964,1674,1381,1578,1514
ENSMUSG00000028671,512,214,474,192,175,89,193,99
ENSMUSG00000028670,3003,1909,2927,2009,2397,2444,2233,2299
ENSMUSG00000028669,947,248,897,275,629,515,660,443
ENSMUSG00000028668,2654,6073,2701,6294,4217,5070,4024,5330
ENSMUSG00000059291,450,257,469,280,542,362,397,290
ENSMUSG00000007872,1923,3238,1910,3429,285,635,319,1131
ENSMUSG00000018983,1342,284,1424,304,575,158,601,164
ENSMUSG00000036995,38,28,39,23,29,10,15,16
ENSMUSG00000001604,14,11,17,12,57,11,36,4
ENSMUSG00000051351,380,236,368,224,565,380,488,402
ENSMUSG00000066037,1625,308,1753,275,933,585,933,556
ENSMUSG00000001089,2477,2606,3009,2800,967,2113,938,2286
ENSMUSG00000036940,1250,813,1352,830,1273,781,1236,829
ENSMUSG00000036905,50669,64367,45483,61632,61780,80715,56867,76734
ENSMUSG00000036896,29322,35341,26343,33337,40984,61360,39681,59056
ENSMUSG00000036887,10394,8008,10071,8551,12761,16506,12278,16852
ENSMUSG00000060862,321,189,334,214,324,358,386,337
ENSMUSG00000006699,29029,25638,30763,27220,24604,24021,24003,24193
ENSMUSG00000101493,26,17,30,9,34,18,22,20
ENSMUSG00000043411,2055,576,1993,564,2434,1786,2409,1716
ENSMUSG00000041351,36,9,17,6,80,40,48,23
ENSMUSG00000057530,1058,1139,1086,1112,1151,1261,1038,1187
ENSMUSG00000028760,2883,2521,2877,2552,3099,2719,3030,2705
ENSMUSG00000028759,5092,6037,5354,6239,7474,4726,7504,5073
ENSMUSG00000045349,1,15,4,20,10,2,11,4
ENSMUSG00000028758,9,4,3,6,22,2,26,3
ENSMUSG00000028757,5532,4852,5470,4823,5462,5468,5631,5571
ENSMUSG00000028756,1254,488,1179,427,4635,1391,3922,1235
ENSMUSG00000041241,609,596,556,609,683,700,569,737
ENSMUSG00000041193,46,47,39,39,5,179,12,166
ENSMUSG00000028751,46,25,21,22,31,124,20,104
ENSMUSG00000041161,182,86,164,95,142,142,111,162
ENSMUSG00000041143,404,544,422,481,346,547,296,526
ENSMUSG00000041120,8,30,8,16,8,2,4,1
ENSMUSG00000050608,1265,1056,1294,1130,1224,846,1210,878
ENSMUSG00000028745,13480,11425,13083,11104,14032,11081,13318,10893
ENSMUSG00000028744,800,733,837,654,785,974,760,889
ENSMUSG00000028743,514,143,497,150,466,227,450,220
ENSMUSG00000028741,340,123,346,119,113,147,123,147
ENSMUSG00000078517,821,536,939,559,656,574,610,576
ENSMUSG00000066036,4926,8851,5249,10222,4842,6191,4777,6643
ENSMUSG00000041025,607,776,606,880,448,993,435,1029
ENSMUSG00000028737,213,66,191,64,441,263,427,224
ENSMUSG00000040964,1822,1604,1695,1618,2175,1493,1893,1424
ENSMUSG00000040945,4036,2314,4440,2422,2441,2870,2683,2994
ENSMUSG00000025330,30,28,43,31,72,46,73,65
ENSMUSG00000025328,9,6,7,3,14,29,18,25
ENSMUSG00000028927,661,191,594,211,958,364,848,322
ENSMUSG00000009863,3163,2850,2971,2571,2815,2834,2823,2820
ENSMUSG00000036622,6648,4573,6513,4470,13519,11140,12430,10966
ENSMUSG00000040860,153,36,173,33,195,39,188,70
ENSMUSG00000028923,5649,7056,5481,6849,6511,4363,6368,4403
ENSMUSG00000040842,3573,2961,3488,2909,3218,3479,3142,3259
ENSMUSG00000028920,1060,1001,1037,1010,2220,1165,1993,1117
ENSMUSG00000073733,24,2,14,6,24,17,11,15
ENSMUSG00000006445,107,6,104,1,10,10,20,11
ENSMUSG00000006215,570,324,506,311,573,545,522,540
ENSMUSG00000040761,1428,1082,1417,1220,1796,1098,1664,1114
ENSMUSG00000006219,2040,2414,2080,2534,2858,6459,2866,6637
ENSMUSG00000043085,31,15,32,14,58,64,32,63
ENSMUSG00000028917,1736,2346,1623,2376,2304,2551,2224,2634
ENSMUSG00000078515,2435,1425,2666,1430,3066,1582,2917,1774
ENSMUSG00000040697,802,874,792,777,623,783,625,791
ENSMUSG00000028914,1472,1322,1491,1327,1383,1171,1372,1207
ENSMUSG00000040659,26191,28934,25133,28435,13707,19981,13055,20063
ENSMUSG00000100396,24,36,24,17,11,8,18,15
ENSMUSG00000051435,154,321,134,304,59,207,51,233
ENSMUSG00000040616,257,494,292,579,610,560,487,567
ENSMUSG00000057637,1409,1192,1567,1421,1507,1713,1556,1774
ENSMUSG00000028583,70,166,56,105,9,21,10,25
ENSMUSG00000046862,526,510,547,489,573,622,488,640
ENSMUSG00000066026,7977,3368,7657,3020,17402,13108,15897,12128
ENSMUSG00000020220,1669,791,1924,897,1960,1406,1878,1503
ENSMUSG00000028599,5119,6229,5048,6304,13635,9350,11673,9658
ENSMUSG00000028602,18,21,8,14,58,20,66,19
ENSMUSG00000078502,439,288,515,298,1077,1545,1037,1813
ENSMUSG00000070605,286,173,335,165,350,450,258,460
ENSMUSG00000096979,21,13,12,10,30,19,33,16
ENSMUSG00000063245,96,91,115,81,132,183,109,188
ENSMUSG00000067916,517,337,576,340,586,565,524,620
ENSMUSG00000078496,10,8,9,4,11,32,10,34
ENSMUSG00000066000,45,7,89,12,10,27,15,21
ENSMUSG00000078495,1154,687,1000,642,1411,2006,1297,2207
ENSMUSG00000093594,223,57,227,52,123,159,112,143
ENSMUSG00000059423,284,135,322,128,305,278,299,331
ENSMUSG00000029022,719,256,646,245,1086,363,1117,431
ENSMUSG00000070583,54,2,48,3,53,22,49,18
ENSMUSG00000029020,1829,1216,1899,1230,1461,1474,1435,1423
ENSMUSG00000019055,8398,7817,8532,8300,8165,9994,8018,10574
ENSMUSG00000044496,3141,2920,2942,2909,2211,2269,2214,2412
ENSMUSG00000029016,411,627,390,588,285,226,322,217
ENSMUSG00000029009,1132,11643,1022,12060,2357,8489,2227,9010
ENSMUSG00000029007,1095,989,1189,983,1881,1222,1705,1202
ENSMUSG00000029003,332,472,345,497,284,380,282,392
ENSMUSG00000055401,588,1203,592,1137,803,1317,705,1383
ENSMUSG00000029001,69,78,72,69,108,79,99,60
ENSMUSG00000047719,379,129,427,157,256,303,252,283
ENSMUSG00000028991,1268,882,1398,972,1133,987,1110,997
ENSMUSG00000028989,1,0,1,0,27,1,29,5
ENSMUSG00000017264,2134,933,2256,945,1495,1612,1487,1671
ENSMUSG00000006442,1262,25,1163,36,95,214,142,221
ENSMUSG00000041459,4427,1495,4477,1346,1617,1544,1818,1704
ENSMUSG00000028977,88,109,89,96,72,64,96,77
ENSMUSG00000028975,808,676,774,699,751,786,678,804
ENSMUSG00000028974,868,286,887,314,884,529,919,439
ENSMUSG00000073705,196,45,159,54,67,22,86,31
ENSMUSG00000028961,10245,7936,10635,8521,7937,3753,7893,3680
ENSMUSG00000063077,2321,1101,2552,1248,1797,1354,1851,1377
ENSMUSG00000028960,2782,1034,2896,1039,3077,1545,2969,1633
ENSMUSG00000028992,239,210,294,186,247,274,265,249
ENSMUSG00000028990,455,147,473,91,280,267,303,233
ENSMUSG00000028988,1171,426,1145,486,509,525,515,590
ENSMUSG00000039953,942,412,913,432,698,67,828,67
ENSMUSG00000039936,2723,4492,2600,4658,4443,3504,4032,3778
ENSMUSG00000044700,340,30,289,27,105,97,126,86
ENSMUSG00000028982,98,12,114,13,23,101,32,117
ENSMUSG00000039911,200,776,222,865,31,23,20,20
ENSMUSG00000028980,2469,1067,2611,1055,1237,1577,1191,1620
ENSMUSG00000047875,176,199,232,188,242,271,264,295
ENSMUSG00000063524,6173,3621,6107,3667,2769,1418,3119,1361
ENSMUSG00000039852,1653,2232,1757,2433,4510,3044,4245,3118
ENSMUSG00000028967,394,60,423,57,197,185,154,197
ENSMUSG00000028964,1536,981,1433,930,1157,743,1230,737
ENSMUSG00000028965,2,4,1,5,3,4,5,2
ENSMUSG00000014592,192,107,159,128,159,101,175,81
ENSMUSG00000028957,145,28,134,25,606,119,614,106
ENSMUSG00000028955,3516,3305,3646,3152,3581,1922,3672,2129
ENSMUSG00000039768,1329,620,1405,689,792,1109,772,1151
ENSMUSG00000039759,260,141,249,113,389,484,363,430
ENSMUSG00000047777,440,249,410,255,479,348,470,333
ENSMUSG00000073700,332,56,313,40,786,253,703,292
ENSMUSG00000028952,141,32,148,46,139,120,133,93
ENSMUSG00000028948,1143,255,1135,249,482,802,449,802
ENSMUSG00000039713,76,8,74,4,162,9,110,14
ENSMUSG00000028943,12,24,14,15,20,7,23,4
ENSMUSG00000028937,1346,2302,1375,2467,956,425,929,425
ENSMUSG00000039662,1271,479,1234,524,858,895,822,967
ENSMUSG00000028936,4447,2492,4547,2544,4942,2234,4422,2248
ENSMUSG00000005045,45,2,32,2,57,17,56,7
ENSMUSG00000028931,5379,800,5794,876,3379,2918,3645,2882
ENSMUSG00000039577,102,25,86,24,48,13,45,14
ENSMUSG00000047613,615,157,538,146,361,359,345,369
ENSMUSG00000029027,68,21,62,39,80,43,63,52
ENSMUSG00000039523,693,437,718,524,623,578,618,598
ENSMUSG00000029028,672,330,692,376,545,518,496,544
ENSMUSG00000078350,7,7,9,3,32,1,34,3
ENSMUSG00000029029,340,172,387,147,352,332,339,329
ENSMUSG00000029030,2383,1250,2206,1218,3315,2062,3186,2184
ENSMUSG00000039410,57,15,48,16,60,45,44,21
ENSMUSG00000029059,276,110,258,86,477,203,471,132
ENSMUSG00000042333,124,285,117,253,445,293,312,245
ENSMUSG00000029056,455,130,458,147,406,323,386,276
ENSMUSG00000029047,116,38,146,41,117,124,142,134
ENSMUSG00000029048,3631,2761,3502,2748,2514,2974,2467,2964
ENSMUSG00000029049,28,21,23,19,59,43,50,42
ENSMUSG00000029050,6182,2394,7099,2674,4517,2884,4480,2988
ENSMUSG00000073684,347,204,298,249,423,342,403,346
ENSMUSG00000029054,5,4,5,3,5,10,11,5
ENSMUSG00000078490,8,13,13,17,26,28,29,17
ENSMUSG00000029064,10004,9619,10362,9412,7860,9103,7912,9315
ENSMUSG00000029063,4808,1847,4659,1864,7802,4443,6666,4608
ENSMUSG00000042202,548,337,585,350,617,400,619,434
ENSMUSG00000029062,1888,1176,1864,1167,1475,1619,1440,1579
ENSMUSG00000029060,557,205,540,200,1213,555,1064,587
ENSMUSG00000074738,47,2,65,3,88,12,105,16
ENSMUSG00000029038,1658,1426,1491,1363,2186,1432,2043,1389
ENSMUSG00000096221,47,18,42,7,46,31,49,12
ENSMUSG00000084845,14,6,27,3,36,15,49,9
ENSMUSG00000029036,650,54,682,54,168,226,181,218
ENSMUSG00000029066,1382,976,1405,936,686,694,722,729
ENSMUSG00000029068,1322,1257,1415,1359,1371,1351,1283,1334
ENSMUSG00000065990,1429,1139,1251,1070,1366,1224,1210,1179
ENSMUSG00000029070,11,50,7,43,11,30,9,19
ENSMUSG00000029071,736,241,758,232,509,432,496,445
ENSMUSG00000029072,26,7,17,7,24,13,18,19
ENSMUSG00000029073,712,595,736,591,437,435,441,391
ENSMUSG00000029034,654,284,684,291,486,436,501,471
ENSMUSG00000051557,216,52,206,43,184,111,182,104
ENSMUSG00000029033,776,140,762,172,668,281,646,315
ENSMUSG00000023286,1012,746,965,752,701,773,647,758
ENSMUSG00000023571,609,365,534,353,683,407,638,406
ENSMUSG00000050796,182,33,154,24,56,74,43,105
ENSMUSG00000029076,4444,3769,4449,3795,5627,5595,5019,5649
ENSMUSG00000029075,13,4,7,7,9,7,19,7
ENSMUSG00000041954,9,3,14,3,28,19,20,21
ENSMUSG00000059939,517,135,504,145,392,255,418,265
ENSMUSG00000041936,367,275,362,329,427,418,448,430
ENSMUSG00000035692,348,32765,242,29998,441,13932,470,13908
ENSMUSG00000078349,9,296,8,247,20,137,19,149
ENSMUSG00000078486,123,527,105,630,84,230,73,266
ENSMUSG00000078485,588,2174,502,2277,590,2247,494,2297
ENSMUSG00000078484,293,76,269,58,340,252,294,295
ENSMUSG00000095567,2378,496,2325,556,852,1811,888,1838
ENSMUSG00000040274,490,395,630,413,231,543,238,683
ENSMUSG00000058503,459,388,489,326,360,365,361,358
ENSMUSG00000040302,238,114,241,112,195,136,203,153
ENSMUSG00000005907,265,197,268,194,378,212,359,259
ENSMUSG00000007415,2119,1578,2016,1468,1450,1448,1385,1494
ENSMUSG00000040351,1149,2934,1308,3270,923,1399,910,1657
ENSMUSG00000000600,623,688,726,745,869,723,846,876
ENSMUSG00000040429,82,32,76,41,80,63,78,66
ENSMUSG00000040407,809,410,994,420,751,622,724,649
ENSMUSG00000001467,4816,544,5407,656,501,291,614,293
ENSMUSG00000053178,26,10,25,7,31,14,25,15
ENSMUSG00000044674,109,30,98,20,61,2,60,5
ENSMUSG00000028926,4154,3866,4465,4125,1508,3426,1793,3820
ENSMUSG00000046798,115,38,90,31,76,58,75,59
ENSMUSG00000040464,238,42,265,51,181,146,165,149
ENSMUSG00000097554,18191,25010,18401,24886,15124,15480,14022,15089
ENSMUSG00000095159,577,140,565,173,387,110,402,127
ENSMUSG00000012428,0,2,0,5,0,0,2,0
ENSMUSG00000003161,2157,1733,2004,1626,3176,1752,2943,1788
ENSMUSG00000040537,48,5,56,10,262,9,220,11
ENSMUSG00000002297,1226,346,1282,313,1306,411,1387,454
ENSMUSG00000054099,287,116,319,143,292,217,302,226
ENSMUSG00000040570,29,52,29,72,33,50,27,58
ENSMUSG00000040584,78,954,70,1085,108,317,133,417
ENSMUSG00000028970,1157,947,1208,1222,2419,907,2402,976
ENSMUSG00000042476,1045,180,994,196,950,273,834,288
ENSMUSG00000003623,1356,843,1474,851,1845,1194,1798,1201
ENSMUSG00000079659,815,2100,749,2051,628,847,660,891
ENSMUSG00000042508,688,499,820,498,564,643,588,638
ENSMUSG00000056004,135,56,165,85,95,18,93,23
ENSMUSG00000073226,9,18,27,17,20,20,10,19
ENSMUSG00000062038,93,460,128,403,23,155,24,165
ENSMUSG00000028864,398,333,429,347,584,614,510,661
ENSMUSG00000028780,65,43,64,88,4,32,9,29
ENSMUSG00000002944,51629,25893,53545,25235,14929,15912,15953,17338
ENSMUSG00000028777,18,17,20,6,6,4,5,1
ENSMUSG00000040003,44,14,44,9,37,19,35,35
ENSMUSG00000039987,945,226,1049,262,521,565,566,612
ENSMUSG00000045435,312,102,306,93,287,238,305,197
ENSMUSG00000039968,1030,677,1169,744,1401,1072,1304,1163
ENSMUSG00000028771,1845,298,1989,359,1429,1480,1508,1507
ENSMUSG00000039934,793,690,779,767,603,820,611,809
ENSMUSG00000064280,2,88,7,80,9,41,7,65
ENSMUSG00000039899,492,115149,556,123243,2580,19350,2235,22208
ENSMUSG00000047221,130,67,121,49,81,67,99,60
ENSMUSG00000039883,21,2,15,3,1,5,10,4
ENSMUSG00000038525,1168,579,1133,544,1469,906,1311,893
ENSMUSG00000044968,303,196,339,159,165,222,165,209
ENSMUSG00000029017,1301,1329,1270,1303,1344,1070,1227,1098
ENSMUSG00000029014,1294,310,1276,268,610,872,621,886
